MERGE @ lap 1.00: Disabled. Cannot plan merge on first lap. Need valid SS that represent whole dataset.
MERGE @ lap 2.00: Disabled. Waiting for lap >= 5 (--m_startLap).
MERGE @ lap 3.00: Disabled. Waiting for lap >= 5 (--m_startLap).
MERGE @ lap 4.00: Disabled. Waiting for lap >= 5 (--m_startLap).
PLANNING merges at lap 4.20. K=16
   0/16 UIDs ineligible because on shortlist for births. 
   2,    4 : rejected. changed_loss  3.703e-02   merged_size 914.  
   0,    7 : rejected. changed_loss  2.784e-02   merged_size 892.  
   4,    7 : rejected. changed_loss  3.375e-02   merged_size 888.  
   5,    8 : rejected. changed_loss  3.593e-02   merged_size 887.  
   1,    8 : rejected. changed_loss  3.604e-02   merged_size 842.  
   5,    9 : rejected. changed_loss  5.007e-02   merged_size 792.  
   1,    9 : rejected. changed_loss  3.794e-02   merged_size 747.  
   2,    9 : rejected. changed_loss  3.600e-02   merged_size 745.  
   5,   10 : rejected. changed_loss  4.717e-02   merged_size 739.  
   7,    9 : rejected. changed_loss  4.336e-02   merged_size 719.  
   6,   10 : rejected. changed_loss  3.368e-02   merged_size 714.  
   3,    9 : rejected. changed_loss  3.573e-02   merged_size 713.  
   1,   10 : rejected. changed_loss  3.425e-02   merged_size 694.  
   2,   10 : rejected. changed_loss  3.035e-02   merged_size 692.  
   7,   10 : rejected. changed_loss  3.707e-02   merged_size 666.  
   3,   12 : rejected. changed_loss  2.145e-02   merged_size 643.  
   3,   11 : rejected. changed_loss  3.384e-02   merged_size 640.  
MERGE @ lap 54.00 : 0/24 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 54.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   7/78 pairs eligible. 71 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   6,    7 : pair_score 9.412e+02, size 494. 446.
   0,    3 : pair_score 8.871e+02, size 446. 441.
   3,    4 : pair_score 8.833e+02, size 441. 442.
   3,    8 : pair_score 8.088e+02, size 441. 367.
   3,   10 : pair_score 6.608e+02, size 441. 219.
   9,   12 : pair_score 4.753e+02, size 272. 202.
  10,   12 : pair_score 4.223e+02, size 219. 202.
EVALUATING merges at lap 55.00
   6,    7 : rejected. changed_loss  4.649e-02   merged_size 941.  
   0,    3 : rejected. changed_loss  2.787e-02   merged_size 887.  
   3,    4 : rejected. changed_loss  3.088e-02   merged_size 883.  
   3,    8 : rejected. changed_loss  4.369e-02   merged_size 808.  
   3,   10 : rejected. changed_loss  2.894e-02   merged_size 660.  
   9,   12 : rejected. changed_loss  3.075e-02   merged_size 475.  
  10,   12 : rejected. changed_loss  2.451e-02   merged_size 422.  
MERGE @ lap 55.00 : 0/7 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 55.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   3/78 pairs eligible. 75 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   2,    6 : pair_score 9.670e+02, size 472. 494.
   6,   11 : pair_score 6.939e+02, size 494. 199.
  11,   12 : pair_score 4.021e+02, size 199. 202.
EVALUATING merges at lap 56.00
   2,    6 : rejected. changed_loss  3.380e-02   merged_size 967.  
   6,   11 : rejected. changed_loss  2.664e-02   merged_size 693.  
  11,   12 : rejected. changed_loss  1.103e-02   merged_size 402.  
MERGE @ lap 56.00 : 0/3 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 56.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   7/78 pairs eligible. 71 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   0,    9 : pair_score 7.191e+02, size 446. 273.
   4,    9 : pair_score 7.153e+02, size 442. 273.
   0,   10 : pair_score 6.655e+02, size 446. 219.
   4,   10 : pair_score 6.616e+02, size 442. 219.
   8,    9 : pair_score 6.408e+02, size 367. 273.
   8,   10 : pair_score 5.871e+02, size 367. 219.
   9,   10 : pair_score 4.925e+02, size 273. 219.
EVALUATING merges at lap 57.00
   0,    9 : rejected. changed_loss  3.449e-02   merged_size 719.  
   4,    9 : rejected. changed_loss  4.066e-02   merged_size 715.  
   0,   10 : rejected. changed_loss  3.007e-02   merged_size 665.  
   4,   10 : rejected. changed_loss  3.141e-02   merged_size 661.  
   8,    9 : rejected. changed_loss  3.454e-02   merged_size 640.  
   8,   10 : rejected. changed_loss  3.313e-02   merged_size 587.  
   9,   10 : rejected. changed_loss  9.602e-03   merged_size 492.  
MERGE @ lap 57.00 : 0/7 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 57.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   13/78 pairs eligible. 65 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   5,    7 : pair_score 9.670e+02, size 520. 446.
   1,    7 : pair_score 9.212e+02, size 474. 446.
   2,    7 : pair_score 9.193e+02, size 472. 446.
   0,    8 : pair_score 8.137e+02, size 446. 367.
   4,    8 : pair_score 8.099e+02, size 442. 367.
   5,   11 : pair_score 7.197e+02, size 520. 199.
   6,   12 : pair_score 6.970e+02, size 494. 202.
   2,   12 : pair_score 6.751e+02, size 472. 202.
   1,   11 : pair_score 6.739e+02, size 474. 199.
   2,   11 : pair_score 6.720e+02, size 472. 199.
   7,   12 : pair_score 6.493e+02, size 446. 202.
   7,   11 : pair_score 6.462e+02, size 446. 199.
   8,   12 : pair_score 5.702e+02, size 367. 202.
EVALUATING merges at lap 58.00
   5,    7 : rejected. changed_loss  3.995e-02   merged_size 966.  
   1,    7 : rejected. changed_loss  4.390e-02   merged_size 921.  
   2,    7 : rejected. changed_loss  5.138e-02   merged_size 919.  
   0,    8 : rejected. changed_loss  3.103e-02   merged_size 813.  
   4,    8 : rejected. changed_loss  4.786e-02   merged_size 809.  
   5,   11 : rejected. changed_loss  2.366e-02   merged_size 719.  
   6,   12 : rejected. changed_loss  1.570e-02   merged_size 696.  
   2,   12 : rejected. changed_loss  2.530e-02   merged_size 675.  
   1,   11 : rejected. changed_loss  2.612e-02   merged_size 673.  
   2,   11 : rejected. changed_loss  4.644e-02   merged_size 672.  
   7,   12 : rejected. changed_loss  1.910e-02   merged_size 649.  
   7,   11 : rejected. changed_loss  1.609e-02   merged_size 646.  
   8,   12 : rejected. changed_loss  3.694e-02   merged_size 570.  
MERGE @ lap 58.00 : 0/13 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 58.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   24/78 pairs eligible. 54 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   5,    6 : pair_score 1.015e+03, size 520. 494.
   1,    5 : pair_score 9.947e+02, size 474. 520.
   2,    5 : pair_score 9.928e+02, size 472. 520.
   1,    6 : pair_score 9.689e+02, size 474. 494.
   3,    5 : pair_score 9.613e+02, size 441. 520.
   1,    2 : pair_score 9.470e+02, size 474. 472.
   3,    6 : pair_score 9.355e+02, size 441. 494.
   1,    3 : pair_score 9.155e+02, size 474. 441.
   2,    3 : pair_score 9.136e+02, size 472. 441.
   0,    4 : pair_score 8.882e+02, size 446. 442.
   3,    7 : pair_score 8.878e+02, size 441. 446.
   6,    8 : pair_score 8.621e+02, size 494. 367.
   2,    8 : pair_score 8.402e+02, size 472. 367.
   7,    8 : pair_score 8.144e+02, size 446. 367.
   6,    9 : pair_score 7.680e+02, size 494. 273.
   5,   12 : pair_score 7.228e+02, size 520. 202.
   1,   12 : pair_score 6.770e+02, size 474. 202.
   0,   12 : pair_score 6.485e+02, size 446. 202.
   0,   11 : pair_score 6.455e+02, size 446. 199.
   4,   12 : pair_score 6.447e+02, size 442. 202.
   4,   11 : pair_score 6.416e+02, size 442. 199.
   8,   11 : pair_score 5.671e+02, size 367. 199.
   9,   11 : pair_score 4.730e+02, size 273. 199.
  10,   11 : pair_score 4.186e+02, size 219. 199.
EVALUATING merges at lap 59.00
   5,    6 : rejected. changed_loss  5.197e-02   merged_size 1014  
   1,    5 : rejected. changed_loss  4.973e-02   merged_size 994.  
   2,    5 : rejected. changed_loss  5.594e-02   merged_size 992.  
   1,    6 : rejected. changed_loss  4.120e-02   merged_size 968.  
   3,    5 : rejected. changed_loss  4.738e-02   merged_size 961.  
   1,    2 : rejected. changed_loss  4.307e-02   merged_size 946.  
   3,    6 : rejected. changed_loss  3.946e-02   merged_size 935.  
   1,    3 : rejected. changed_loss  1.846e-02   merged_size 915.  
   2,    3 : rejected. changed_loss  3.127e-02   merged_size 913.  
   0,    4 : rejected. changed_loss  2.997e-02   merged_size 888.  
   3,    7 : rejected. changed_loss  3.652e-02   merged_size 887.  
   6,    8 : rejected. changed_loss  3.913e-02   merged_size 862.  
   2,    8 : rejected. changed_loss  5.398e-02   merged_size 840.  
   7,    8 : rejected. changed_loss  3.403e-02   merged_size 814.  
   6,    9 : rejected. changed_loss  3.315e-02   merged_size 768.  
   5,   12 : rejected. changed_loss  4.389e-02   merged_size 722.  
   1,   12 : rejected. changed_loss  3.007e-02   merged_size 676.  
   0,   12 : rejected. changed_loss  2.476e-02   merged_size 648.  
   0,   11 : rejected. changed_loss  2.183e-02   merged_size 645.  
   4,   12 : rejected. changed_loss  2.390e-02   merged_size 644.  
   4,   11 : rejected. changed_loss  4.091e-02   merged_size 641.  
   8,   11 : rejected. changed_loss  7.262e-03   merged_size 567.  
   9,   11 : rejected. changed_loss  3.804e-02   merged_size 473.  
  10,   11 : rejected. changed_loss  3.566e-02   merged_size 418.  
MERGE @ lap 59.00 : 0/24 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 59.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   24/78 pairs eligible. 54 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   0,    5 : pair_score 9.662e+02, size 445. 520.
   4,    5 : pair_score 9.624e+02, size 442. 520.
   0,    6 : pair_score 9.405e+02, size 445. 494.
   4,    6 : pair_score 9.366e+02, size 442. 494.
   0,    1 : pair_score 9.204e+02, size 445. 474.
   0,    2 : pair_score 9.186e+02, size 445. 472.
   1,    4 : pair_score 9.166e+02, size 474. 442.
   2,    4 : pair_score 9.147e+02, size 472. 442.
   0,    7 : pair_score 8.927e+02, size 445. 446.
   4,    7 : pair_score 8.889e+02, size 442. 446.
   5,    8 : pair_score 8.879e+02, size 520. 367.
   1,    8 : pair_score 8.421e+02, size 474. 367.
   5,    9 : pair_score 7.941e+02, size 520. 273.
   1,    9 : pair_score 7.482e+02, size 474. 273.
   2,    9 : pair_score 7.464e+02, size 472. 273.
   5,   10 : pair_score 7.392e+02, size 520. 218.
   7,    9 : pair_score 7.205e+02, size 446. 273.
   3,    9 : pair_score 7.148e+02, size 441. 273.
   6,   10 : pair_score 7.134e+02, size 494. 218.
   1,   10 : pair_score 6.934e+02, size 474. 218.
   2,   10 : pair_score 6.915e+02, size 472. 218.
   7,   10 : pair_score 6.657e+02, size 446. 218.
   3,   12 : pair_score 6.435e+02, size 441. 202.
   3,   11 : pair_score 6.405e+02, size 441. 199.
EVALUATING merges at lap 60.00
   0,    5 : rejected. changed_loss  3.970e-02   merged_size 966.  
   4,    5 : rejected. changed_loss  5.765e-02   merged_size 962.  
   0,    6 : rejected. changed_loss  3.228e-02   merged_size 940.  
   4,    6 : rejected. changed_loss  3.314e-02   merged_size 936.  
   0,    1 : rejected. changed_loss  3.361e-02   merged_size 920.  
   0,    2 : rejected. changed_loss  4.565e-02   merged_size 918.  
   1,    4 : rejected. changed_loss  5.023e-02   merged_size 916.  
   2,    4 : rejected. changed_loss  3.703e-02   merged_size 914.  
   0,    7 : rejected. changed_loss  2.784e-02   merged_size 892.  
   4,    7 : rejected. changed_loss  3.375e-02   merged_size 888.  
   5,    8 : rejected. changed_loss  3.593e-02   merged_size 887.  
   1,    8 : rejected. changed_loss  3.604e-02   merged_size 842.  
   5,    9 : rejected. changed_loss  5.011e-02   merged_size 794.  
   1,    9 : rejected. changed_loss  3.796e-02   merged_size 748.  
   2,    9 : rejected. changed_loss  3.611e-02   merged_size 746.  
   5,   10 : rejected. changed_loss  4.705e-02   merged_size 738.  
   7,    9 : rejected. changed_loss  4.337e-02   merged_size 720.  
   3,    9 : rejected. changed_loss  3.580e-02   merged_size 715.  
   6,   10 : rejected. changed_loss  3.362e-02   merged_size 713.  
   1,   10 : rejected. changed_loss  3.411e-02   merged_size 693.  
   2,   10 : rejected. changed_loss  3.024e-02   merged_size 691.  
   7,   10 : rejected. changed_loss  3.696e-02   merged_size 665.  
   3,   12 : rejected. changed_loss  2.139e-02   merged_size 643.  
   3,   11 : rejected. changed_loss  3.384e-02   merged_size 640.  
MERGE @ lap 60.00 : 0/24 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 60.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   7/78 pairs eligible. 71 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   6,    7 : pair_score 9.412e+02, size 494. 446.
   0,    3 : pair_score 8.870e+02, size 445. 441.
   3,    4 : pair_score 8.832e+02, size 441. 442.
   3,    8 : pair_score 8.087e+02, size 441. 367.
   3,   10 : pair_score 6.597e+02, size 441. 218.
   9,   12 : pair_score 4.766e+02, size 274. 202.
  10,   12 : pair_score 4.212e+02, size 218. 202.
EVALUATING merges at lap 61.00
   6,    7 : rejected. changed_loss  4.649e-02   merged_size 941.  
   0,    3 : rejected. changed_loss  2.787e-02   merged_size 886.  
   3,    4 : rejected. changed_loss  3.088e-02   merged_size 883.  
   3,    8 : rejected. changed_loss  4.369e-02   merged_size 808.  
   3,   10 : rejected. changed_loss  2.878e-02   merged_size 659.  
   9,   12 : rejected. changed_loss  3.080e-02   merged_size 476.  
  10,   12 : rejected. changed_loss  2.449e-02   merged_size 420.  
MERGE @ lap 61.00 : 0/7 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 61.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   3/78 pairs eligible. 75 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   2,    6 : pair_score 9.670e+02, size 472. 494.
   6,   11 : pair_score 6.939e+02, size 494. 199.
  11,   12 : pair_score 4.019e+02, size 199. 202.
EVALUATING merges at lap 62.00
   2,    6 : rejected. changed_loss  3.380e-02   merged_size 967.  
   6,   11 : rejected. changed_loss  2.664e-02   merged_size 693.  
  11,   12 : rejected. changed_loss  1.100e-02   merged_size 401.  
MERGE @ lap 62.00 : 0/3 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 62.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   7/78 pairs eligible. 71 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   0,    9 : pair_score 7.207e+02, size 445. 274.
   4,    9 : pair_score 7.168e+02, size 442. 274.
   0,   10 : pair_score 6.642e+02, size 445. 218.
   4,   10 : pair_score 6.604e+02, size 442. 218.
   8,    9 : pair_score 6.424e+02, size 367. 274.
   8,   10 : pair_score 5.859e+02, size 367. 218.
   9,   10 : pair_score 4.930e+02, size 274. 218.
EVALUATING merges at lap 63.00
   0,    9 : rejected. changed_loss  3.452e-02   merged_size 720.  
   4,    9 : rejected. changed_loss  4.077e-02   merged_size 717.  
   0,   10 : rejected. changed_loss  2.999e-02   merged_size 664.  
   4,   10 : rejected. changed_loss  3.130e-02   merged_size 660.  
   8,    9 : rejected. changed_loss  3.454e-02   merged_size 642.  
   8,   10 : rejected. changed_loss  3.300e-02   merged_size 585.  
   9,   10 : rejected. changed_loss  9.596e-03   merged_size 493.  
MERGE @ lap 63.00 : 0/7 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 63.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   13/78 pairs eligible. 65 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   5,    7 : pair_score 9.670e+02, size 520. 446.
   1,    7 : pair_score 9.211e+02, size 474. 446.
   2,    7 : pair_score 9.193e+02, size 472. 446.
   0,    8 : pair_score 8.136e+02, size 445. 367.
   4,    8 : pair_score 8.098e+02, size 442. 367.
   5,   11 : pair_score 7.197e+02, size 520. 199.
   6,   12 : pair_score 6.968e+02, size 494. 202.
   2,   12 : pair_score 6.749e+02, size 472. 202.
   1,   11 : pair_score 6.739e+02, size 474. 199.
   2,   11 : pair_score 6.720e+02, size 472. 199.
   7,   12 : pair_score 6.491e+02, size 446. 202.
   7,   11 : pair_score 6.462e+02, size 446. 199.
   8,   12 : pair_score 5.700e+02, size 367. 202.
EVALUATING merges at lap 64.00
   5,    7 : rejected. changed_loss  3.995e-02   merged_size 966.  
   1,    7 : rejected. changed_loss  4.390e-02   merged_size 921.  
   2,    7 : rejected. changed_loss  5.139e-02   merged_size 919.  
   0,    8 : rejected. changed_loss  3.103e-02   merged_size 813.  
   4,    8 : rejected. changed_loss  4.786e-02   merged_size 809.  
   5,   11 : rejected. changed_loss  2.366e-02   merged_size 719.  
   6,   12 : rejected. changed_loss  1.571e-02   merged_size 696.  
   2,   12 : rejected. changed_loss  2.530e-02   merged_size 674.  
   1,   11 : rejected. changed_loss  2.612e-02   merged_size 673.  
   2,   11 : rejected. changed_loss  4.644e-02   merged_size 672.  
   7,   12 : rejected. changed_loss  1.907e-02   merged_size 649.  
   7,   11 : rejected. changed_loss  1.609e-02   merged_size 646.  
   8,   12 : rejected. changed_loss  3.692e-02   merged_size 570.  
MERGE @ lap 64.00 : 0/13 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 64.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   24/78 pairs eligible. 54 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   5,    6 : pair_score 1.015e+03, size 520. 494.
   1,    5 : pair_score 9.947e+02, size 474. 520.
   2,    5 : pair_score 9.928e+02, size 472. 520.
   1,    6 : pair_score 9.689e+02, size 474. 494.
   3,    5 : pair_score 9.612e+02, size 440. 520.
   1,    2 : pair_score 9.470e+02, size 474. 472.
   3,    6 : pair_score 9.354e+02, size 440. 494.
   1,    3 : pair_score 9.154e+02, size 474. 440.
   2,    3 : pair_score 9.135e+02, size 472. 440.
   0,    4 : pair_score 8.881e+02, size 445. 442.
   3,    7 : pair_score 8.877e+02, size 440. 446.
   6,    8 : pair_score 8.621e+02, size 494. 367.
   2,    8 : pair_score 8.402e+02, size 472. 367.
   7,    8 : pair_score 8.144e+02, size 446. 367.
   6,    9 : pair_score 7.697e+02, size 494. 275.
   5,   12 : pair_score 7.226e+02, size 520. 202.
   1,   12 : pair_score 6.767e+02, size 474. 202.
   0,   12 : pair_score 6.483e+02, size 445. 202.
   0,   11 : pair_score 6.454e+02, size 445. 199.
   4,   12 : pair_score 6.445e+02, size 442. 202.
   4,   11 : pair_score 6.416e+02, size 442. 199.
   8,   11 : pair_score 5.671e+02, size 367. 199.
   9,   11 : pair_score 4.747e+02, size 275. 199.
  10,   11 : pair_score 4.173e+02, size 217. 199.
EVALUATING merges at lap 65.00
   5,    6 : rejected. changed_loss  5.198e-02   merged_size 1014  
   1,    5 : rejected. changed_loss  4.973e-02   merged_size 994.  
   2,    5 : rejected. changed_loss  5.593e-02   merged_size 992.  
   1,    6 : rejected. changed_loss  4.120e-02   merged_size 968.  
   3,    5 : rejected. changed_loss  4.737e-02   merged_size 961.  
   1,    2 : rejected. changed_loss  4.307e-02   merged_size 946.  
   3,    6 : rejected. changed_loss  3.946e-02   merged_size 935.  
   1,    3 : rejected. changed_loss  1.846e-02   merged_size 915.  
   2,    3 : rejected. changed_loss  3.127e-02   merged_size 913.  
   0,    4 : rejected. changed_loss  2.997e-02   merged_size 888.  
   3,    7 : rejected. changed_loss  3.652e-02   merged_size 887.  
   6,    8 : rejected. changed_loss  3.913e-02   merged_size 862.  
   2,    8 : rejected. changed_loss  5.398e-02   merged_size 840.  
   7,    8 : rejected. changed_loss  3.403e-02   merged_size 814.  
   6,    9 : rejected. changed_loss  3.319e-02   merged_size 769.  
   5,   12 : rejected. changed_loss  4.386e-02   merged_size 722.  
   1,   12 : rejected. changed_loss  3.004e-02   merged_size 676.  
   0,   12 : rejected. changed_loss  2.474e-02   merged_size 648.  
   0,   11 : rejected. changed_loss  2.183e-02   merged_size 645.  
   4,   12 : rejected. changed_loss  2.388e-02   merged_size 644.  
   4,   11 : rejected. changed_loss  4.091e-02   merged_size 641.  
   8,   11 : rejected. changed_loss  7.262e-03   merged_size 567.  
   9,   11 : rejected. changed_loss  3.808e-02   merged_size 474.  
  10,   11 : rejected. changed_loss  3.553e-02   merged_size 417.  
MERGE @ lap 65.00 : 0/24 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 65.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   24/78 pairs eligible. 54 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   0,    5 : pair_score 9.662e+02, size 445. 520.
   4,    5 : pair_score 9.624e+02, size 442. 520.
   0,    6 : pair_score 9.404e+02, size 445. 494.
   4,    6 : pair_score 9.366e+02, size 442. 494.
   0,    1 : pair_score 9.204e+02, size 445. 474.
   0,    2 : pair_score 9.185e+02, size 445. 472.
   1,    4 : pair_score 9.165e+02, size 474. 442.
   2,    4 : pair_score 9.147e+02, size 472. 442.
   0,    7 : pair_score 8.927e+02, size 445. 446.
   4,    7 : pair_score 8.889e+02, size 442. 446.
   5,    8 : pair_score 8.879e+02, size 520. 367.
   1,    8 : pair_score 8.421e+02, size 474. 367.
   5,    9 : pair_score 7.956e+02, size 520. 275.
   1,    9 : pair_score 7.498e+02, size 474. 275.
   2,    9 : pair_score 7.479e+02, size 472. 275.
   5,   10 : pair_score 7.379e+02, size 520. 217.
   7,    9 : pair_score 7.221e+02, size 446. 275.
   3,    9 : pair_score 7.164e+02, size 440. 275.
   6,   10 : pair_score 7.122e+02, size 494. 217.
   1,   10 : pair_score 6.921e+02, size 474. 217.
   2,   10 : pair_score 6.902e+02, size 472. 217.
   7,   10 : pair_score 6.644e+02, size 446. 217.
   3,   12 : pair_score 6.433e+02, size 440. 202.
   3,   11 : pair_score 6.404e+02, size 440. 199.
EVALUATING merges at lap 66.00
   0,    5 : rejected. changed_loss  3.970e-02   merged_size 966.  
   4,    5 : rejected. changed_loss  5.765e-02   merged_size 962.  
   0,    6 : rejected. changed_loss  3.228e-02   merged_size 940.  
   4,    6 : rejected. changed_loss  3.314e-02   merged_size 936.  
   0,    1 : rejected. changed_loss  3.361e-02   merged_size 920.  
   0,    2 : rejected. changed_loss  4.565e-02   merged_size 918.  
   1,    4 : rejected. changed_loss  5.023e-02   merged_size 916.  
   2,    4 : rejected. changed_loss  3.703e-02   merged_size 914.  
   0,    7 : rejected. changed_loss  2.784e-02   merged_size 892.  
   4,    7 : rejected. changed_loss  3.375e-02   merged_size 888.  
   5,    8 : rejected. changed_loss  3.593e-02   merged_size 887.  
   1,    8 : rejected. changed_loss  3.604e-02   merged_size 842.  
   5,    9 : rejected. changed_loss  5.018e-02   merged_size 795.  
   1,    9 : rejected. changed_loss  3.802e-02   merged_size 749.  
   2,    9 : rejected. changed_loss  3.623e-02   merged_size 748.  
   5,   10 : rejected. changed_loss  4.690e-02   merged_size 737.  
   7,    9 : rejected. changed_loss  4.343e-02   merged_size 722.  
   3,    9 : rejected. changed_loss  3.589e-02   merged_size 716.  
   6,   10 : rejected. changed_loss  3.353e-02   merged_size 712.  
   1,   10 : rejected. changed_loss  3.396e-02   merged_size 691.  
   2,   10 : rejected. changed_loss  3.010e-02   merged_size 690.  
   7,   10 : rejected. changed_loss  3.684e-02   merged_size 664.  
   3,   12 : rejected. changed_loss  2.137e-02   merged_size 643.  
   3,   11 : rejected. changed_loss  3.384e-02   merged_size 640.  
MERGE @ lap 66.00 : 0/24 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 66.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   7/78 pairs eligible. 71 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   6,    7 : pair_score 9.412e+02, size 494. 446.
   0,    3 : pair_score 8.869e+02, size 445. 440.
   3,    4 : pair_score 8.831e+02, size 440. 442.
   3,    8 : pair_score 8.086e+02, size 440. 367.
   3,   10 : pair_score 6.585e+02, size 440. 217.
   9,   12 : pair_score 4.778e+02, size 275. 202.
  10,   12 : pair_score 4.199e+02, size 217. 202.
EVALUATING merges at lap 67.00
   6,    7 : rejected. changed_loss  4.649e-02   merged_size 941.  
   0,    3 : rejected. changed_loss  2.787e-02   merged_size 886.  
   3,    4 : rejected. changed_loss  3.088e-02   merged_size 883.  
   3,    8 : rejected. changed_loss  4.369e-02   merged_size 808.  
   3,   10 : rejected. changed_loss  2.864e-02   merged_size 658.  
   9,   12 : rejected. changed_loss  3.087e-02   merged_size 477.  
  10,   12 : rejected. changed_loss  2.445e-02   merged_size 419.  
MERGE @ lap 67.00 : 0/7 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 67.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   3/78 pairs eligible. 75 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   2,    6 : pair_score 9.670e+02, size 472. 494.
   6,   11 : pair_score 6.939e+02, size 494. 199.
  11,   12 : pair_score 4.018e+02, size 199. 202.
EVALUATING merges at lap 68.00
   2,    6 : rejected. changed_loss  3.380e-02   merged_size 967.  
   6,   11 : rejected. changed_loss  2.664e-02   merged_size 693.  
  11,   12 : rejected. changed_loss  1.099e-02   merged_size 401.  
MERGE @ lap 68.00 : 0/3 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 68.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   7/78 pairs eligible. 71 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   0,    9 : pair_score 7.217e+02, size 445. 275.
   4,    9 : pair_score 7.179e+02, size 442. 275.
   0,   10 : pair_score 6.634e+02, size 445. 217.
   4,   10 : pair_score 6.595e+02, size 442. 217.
   8,    9 : pair_score 6.434e+02, size 367. 275.
   8,   10 : pair_score 5.851e+02, size 367. 217.
   9,   10 : pair_score 4.931e+02, size 275. 217.
EVALUATING merges at lap 69.00
   0,    9 : rejected. changed_loss  3.455e-02   merged_size 721.  
   4,    9 : rejected. changed_loss  4.084e-02   merged_size 717.  
   0,   10 : rejected. changed_loss  2.995e-02   merged_size 663.  
   4,   10 : rejected. changed_loss  3.123e-02   merged_size 659.  
   8,    9 : rejected. changed_loss  3.458e-02   merged_size 643.  
   8,   10 : rejected. changed_loss  3.293e-02   merged_size 585.  
   9,   10 : rejected. changed_loss  9.595e-03   merged_size 493.  
MERGE @ lap 69.00 : 0/7 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 69.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   13/78 pairs eligible. 65 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   5,    7 : pair_score 9.670e+02, size 520. 446.
   1,    7 : pair_score 9.211e+02, size 474. 446.
   2,    7 : pair_score 9.192e+02, size 472. 446.
   0,    8 : pair_score 8.136e+02, size 445. 367.
   4,    8 : pair_score 8.098e+02, size 442. 367.
   5,   11 : pair_score 7.197e+02, size 520. 199.
   6,   12 : pair_score 6.968e+02, size 494. 202.
   2,   12 : pair_score 6.748e+02, size 472. 202.
   1,   11 : pair_score 6.739e+02, size 474. 199.
   2,   11 : pair_score 6.720e+02, size 472. 199.
   7,   12 : pair_score 6.490e+02, size 446. 202.
